feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HILIC.pos_Cluster_0657..geranyl.acetoacetate.	diagnosis_modified	UC	-1.13176974716283	0.349130569593419	220	217	0.00140817944682805	0.0128352093842032
HILIC.pos_Cluster_0797..thiamine	antibiotic	Yes	-1.74892858009793	0.542519751705154	220	220	0.00149451569834073	0.0135481097001757
HILIC.neg_Cluster_0166..glutamate	antibiotic	Yes	-0.997683421177732	0.31008765764405	220	220	0.00152588753496532	0.0137577319368765
C8.pos_Cluster_0288..palmitoyl.glycerol	mesalamine	Yes	0.59751663495907	0.185886250702139	220	220	0.00154107928466099	0.0138200013269598
C18.neg_Cluster_1131..arachidonic.acid	diagnosis_modified	CD	0.986976232686088	0.307732958776459	220	220	0.00157793012510022	0.0140747991907336
HILIC.neg_Cluster_1303..lithocholate	steroids	Yes	-2.29056673778831	0.714671117928246	220	202	0.00158931848419933	0.0141009746364068
HILIC.neg_Cluster_0335..4.pyridoxate	immunosuppressant	Yes	0.920366065180573	0.288242676946062	220	220	0.00165344891618049	0.0145923428158151
HILIC.pos_Cluster_0298..dimethyllysine	steroids	Yes	1.00283946566263	0.314505094504945	220	220	0.00167746828494541	0.0147264057857313
C18.neg_Cluster_2068..maslinic.acid	diagnosis_modified	CD	-1.53961018980935	0.483433505944049	220	92	0.00169896504562005	0.0147793524998072
HILIC.neg_Cluster_0049..uracil	antibiotic	Yes	-1.53856531119807	0.483166882069483	220	218	0.00170122043163248	0.0147793524998072
C18.neg_Cluster_1385..maslinic.acid	diagnosis_modified	CD	-2.07895801172153	0.65448291033626	220	181	0.00174544860579997	0.0150850169661884
C18.neg_Cluster_0019..p.hydroxyphenylacetate	mesalamine	Yes	1.37575402661228	0.433960975833216	220	180	0.00178152329082244	0.0153174270571744
C18.neg_Cluster_1324..docosapentaenoic.acid	steroids	Yes	1.23504490517275	0.390896561761748	220	160	0.00184478605803283	0.0157800161271732
HILIC.neg_Cluster_0335..4.pyridoxate	diagnosis_modified	CD	-1.25644800803944	0.398319841288195	220	220	0.00187594414406898	0.0158836285903912
HILIC.neg_Cluster_0441..sebacate	diagnosis_modified	UC	-1.44131191969133	0.456774280996469	220	217	0.00186958555415956	0.0158836285903912
HILIC.neg_Cluster_0707..pseudouridine	antibiotic	Yes	-2.15483774348188	0.684988314634813	220	211	0.00192887178139864	0.0162492834917825
C18.neg_Cluster_0079..undecanedionate	antibiotic	Yes	-1.37507663744439	0.438371671711285	220	213	0.00198608380446767	0.0166471748032768
C8.pos_Cluster_0554..cholestenone	antibiotic	Yes	-1.69987218658697	0.542379169414494	220	220	0.00200338089661797	0.0167081966777939
C18.neg_Cluster_0901..7.ketodeoxycholate	diagnosis_modified	UC	-1.20223540075686	0.384408058822275	220	159	0.0020466143132966	0.016983844152133
C18.neg_Cluster_1722..cholate	antibiotic	Yes	2.0601218112617	0.660219449247078	220	124	0.00209430986734697	0.0172936082115582
HILIC.pos_Cluster_0048..betaine	antibiotic	Yes	1.86722623697924	0.602447232757586	220	210	0.00224032948185093	0.0184082245109722
HILIC.pos_Cluster_0244..methionine.sulfoxide	diagnosis_modified	UC	0.836736590292722	0.270456264752562	220	220	0.0022809525512672	0.0186501414485965
C18.neg_Cluster_1178..cholate	antibiotic	Yes	2.18860560118747	0.710928405456526	220	161	0.00239514931002756	0.0194883368250048
HILIC.neg_Cluster_0909..guanosine	antibiotic	Yes	-2.08023823323602	0.677302588846499	220	197	0.00245046288296909	0.0198416120815167
HILIC.neg_Cluster_0176..xylose	antibiotic	Yes	-2.01069734000185	0.656134650955742	220	202	0.00250486924218022	0.0201841637485827
HILIC.neg_Cluster_0125..phenylacetate	antibiotic	Yes	-1.73093946031671	0.567052442319104	220	213	0.00260164964733674	0.0208632289026812
C18.neg_Cluster_0111..dodecanedioic.acid	steroids	Yes	-0.905134679492563	0.297273898559129	220	216	0.00266620746181542	0.0212543890648912
C18.neg_Cluster_0183..1.2.3.4.tetrahydro.b.carboline.1.3.dicarboxylic.acid	diagnosis_modified	UC	-1.42237712666409	0.467615909018554	220	171	0.00269180149893639	0.0212543890648912
C18.neg_Cluster_0490..docosapentaenoic.acid	diagnosis_modified	UC	1.52000736768654	0.499897445479832	220	213	0.00270139717131711	0.0212543890648912
C18.neg_Cluster_0900..ketodeoxycholate	diagnosis_modified	CD	2.20299072737569	0.724102232335229	220	215	0.00268660048312912	0.0212543890648912
C18.neg_Cluster_0863..docosapentaenoic.acid	diagnosis_modified	UC	1.63796088814984	0.539408309384283	220	173	0.00273619375520368	0.0212731447529932
C18.neg_Cluster_0930..cholate	antibiotic	Yes	1.97374638572115	0.650447809035477	220	220	0.0027547957234092	0.0212731447529932
HILIC.neg_Cluster_0003..propionate	diagnosis_modified	UC	-1.23466087361714	0.406832876158871	220	218	0.00275159203557002	0.0212731447529932
HILIC.neg_Cluster_0103..acetylalanine	mesalamine	Yes	-0.623094075501946	0.20530661702342	220	220	0.00275043704154563	0.0212731447529932
HILIC.neg_Cluster_0040..pyrocatechol	diagnosis_modified	UC	-1.48129723051701	0.488929346253881	220	211	0.00279653764332976	0.0214959667699264
HILIC.pos_Cluster_0150..4.guanidinobutanoic.acid	antibiotic	Yes	-1.38620950917944	0.45788540367951	220	209	0.00281652698895052	0.0215503074200434
C18.neg_Cluster_0064..sebacate	steroids	Yes	-1.06811797896923	0.353157639026605	220	218	0.00284270048074631	0.0216512529766431
HILIC.neg_Cluster_0085..taurine	diagnosis_modified	CD	1.89916362096528	0.63022646693807	220	220	0.00294290691804418	0.0223125851786259
C18.neg_Cluster_1621..cholate	antibiotic	Yes	2.18942837367208	0.734565845356819	220	108	0.00326167823695433	0.0246175533902255
C18.neg_Cluster_1060..chenodeoxycholate	antibiotic	Yes	1.91716426181056	0.644140018031378	220	118	0.00330519933562419	0.0248336598730683
HILIC.pos_Cluster_0306..citrulline	antibiotic	Yes	-0.951592281758558	0.322113138001308	220	220	0.00353971696145586	0.0264764479448806
HILIC.pos_Cluster_0295..arginine	diagnosis_modified	CD	-1.36636400947135	0.462819171768761	220	220	0.00356117498363183	0.0265180351459727
HILIC.pos_Cluster_0033..histamine	diagnosis_modified	CD	1.88471642371143	0.640509302611272	220	209	0.00366985475876402	0.0271357275196161
HILIC.pos_Cluster_0081..pipecolic.acid	antibiotic	Yes	-1.61967912004374	0.550550463146619	220	219	0.00367666332100314	0.0271357275196161
HILIC.neg_Cluster_0706..uridine	antibiotic	Yes	-1.35372653416267	0.461075261927822	220	216	0.003744181328914	0.0275123103816236
C18.neg_Cluster_0731..lithocholic.acid	steroids	Yes	-1.6940229887622	0.577770636858445	220	212	0.00379080551714174	0.0275667754857992
C18.neg_Cluster_1324..docosapentaenoic.acid	diagnosis_modified	UC	1.47273964001216	0.502451011267728	220	160	0.00380117407777807	0.0275667754857992
HILIC.neg_Cluster_0059..proline	mesalamine	Yes	-0.792109214868311	0.270142900363093	220	220	0.00378862769687391	0.0275667754857992
C18.neg_Cluster_0361..eicosatrienoic.acid	diagnosis_modified	UC	1.5945423825898	0.544907831119383	220	206	0.00385825365560363	0.0278595978248782
HILIC.neg_Cluster_0697..pentadecanoate	diagnosis_modified	UC	-1.38236805855654	0.47313222583472	220	220	0.00391219433719241	0.0281273282518833
C18.neg_Cluster_0506..adrenic.acid	steroids	Yes	1.53299274038167	0.525701562155801	220	188	0.00398051269691386	0.028373911019027
HILIC.neg_Cluster_0335..4.pyridoxate	diagnosis_modified	UC	-1.21872255845744	0.417777137132521	220	220	0.00396748454197738	0.028373911019027
HILIC.neg_Cluster_0365..azelaic.acid	diagnosis_modified	UC	-1.13094765732678	0.389059710021961	220	220	0.00409432890962303	0.0290610239202179
HILIC.pos_Cluster_2052..bilirubin	mesalamine	Yes	1.10541469630828	0.381511541787543	220	219	0.00421366345540439	0.0297813162865022
HILIC.pos_Cluster_0306..citrulline	mesalamine	Yes	0.648062815357565	0.223993814857876	220	220	0.00426848727496196	0.0300415053782133
C18.neg_Cluster_2021..urobilin	antibiotic	Yes	-3.01606086301739	1.0435803638293	220	171	0.00430906414007805	0.0301996596035722
HILIC.neg_Cluster_0133..4.nitrophenol	mesalamine	Yes	1.21000908141584	0.421451096497613	220	214	0.00456558238726141	0.0318635624349458
HILIC.pos_Cluster_0152..acetylcholine	antibiotic	Yes	-2.01435643692632	0.702118918321652	220	217	0.00459450865471979	0.0319318351503026
C8.pos_Cluster_0988..sphingosine	diagnosis_modified	UC	1.37767744650741	0.480991036591888	220	186	0.00466054893719715	0.0322564133910574
HILIC.neg_Cluster_0181..hydrocinnamic.acid	diagnosis_modified	UC	-2.48959494985609	0.870059249274995	220	205	0.00470068932934333	0.03239979256754
HILIC.pos_Cluster_0041..proline	mesalamine	Yes	-0.526190689118304	0.184701818947856	220	220	0.0048818249898248	0.0335098110412666
C18.neg_Cluster_1258..cholate	antibiotic	Yes	1.87846801502371	0.661071714267134	220	220	0.00499039913817676	0.0337003472165135
HILIC.neg_Cluster_0288..suberate	steroids	Yes	-0.76220396070115	0.268047445478943	220	219	0.00496062604825748	0.0337003472165135
HILIC.pos_Cluster_0177..4.hydroxy.3.methylacetophenone	diagnosis_modified	UC	-1.21751616458413	0.428356788553191	220	210	0.00497924306269441	0.0337003472165135
HILIC.pos_Cluster_0658..geranyl.acetoacetate.	diagnosis_modified	UC	-0.961823497847609	0.338202753074195	220	217	0.0049548974759534	0.0337003472165135
HILIC.neg_Cluster_0441..sebacate	antibiotic	Yes	-1.36463670435768	0.482097687060736	220	217	0.00515665584940621	0.0346826691806837
HILIC.neg_Cluster_0161..2.methylglutaric.acid	diagnosis_modified	CD	-1.35008788145196	0.477893726056216	220	220	0.00524291200648167	0.0351211936819736
HILIC.neg_Cluster_0365..azelaic.acid	steroids	Yes	-0.854227452958043	0.302680459501695	220	220	0.00528810174396982	0.0352822148357666
C8.pos_Cluster_0478..cholestenone	antibiotic	Yes	-1.79848164804252	0.63823388575635	220	220	0.0053565297757712	0.0354523600411302
HILIC.pos_Cluster_0007..putrescine	diagnosis_modified	CD	1.48033442004675	0.525300668634541	220	208	0.00535386097485456	0.0354523600411302
HILIC.pos_Cluster_0230..carnitine	steroids	Yes	0.827462349794469	0.293780280004945	220	219	0.00537736636115464	0.0354523600411302
HILIC.neg_Cluster_0117..aspartate	antibiotic	Yes	-0.836349010376098	0.297324361294007	220	220	0.00543678567838755	0.0357029862659466
C18.neg_Cluster_1273..cholate	antibiotic	Yes	1.97061624167822	0.702188382797966	220	197	0.00554347513639376	0.0362608491274698
HILIC.neg_Cluster_0372..N.acetylglutamate	diagnosis_modified	UC	-0.841898799779713	0.300623344100504	220	220	0.00564127707257949	0.0367564459260258
C18.neg_Cluster_0472..docosahexaenoic.acid	diagnosis_modified	UC	1.28913929849162	0.462427443775227	220	220	0.0058585882180322	0.0380238332594463
HILIC.neg_Cluster_0182..guanine	steroids	Yes	-1.47243790761425	0.529629662325483	220	175	0.00599244479657131	0.0385922699640191
HILIC.neg_Cluster_0622..1.2.3.4.tetrahydro.1.methyl.beta.carboline.3.carboxylic.acid	steroids	Yes	-1.00928064317023	0.362944774919554	220	206	0.00598036054930358	0.0385922699640191
HILIC.pos_Cluster_0797..thiamine	diagnosis_modified	CD	-1.35424713255394	0.490082753805244	220	220	0.00629713376601978	0.0403985350835423
HILIC.neg_Cluster_0288..suberate	diagnosis_modified	UC	-0.948697114834127	0.344543092018073	220	219	0.00648120745965412	0.0414201304318126
HILIC.neg_Cluster_0173..methionine	antibiotic	Yes	-1.11680110898316	0.405807170542607	220	218	0.00650872368077476	0.0414372179371462
HILIC.pos_Cluster_0160..glutamate	diagnosis_modified	CD	-0.731269042591706	0.265989128782393	220	220	0.00656244705704223	0.0416203866583515
C18.neg_Cluster_1803..maslinic.acid	diagnosis_modified	CD	-2.99654321494051	1.0956264886344	220	132	0.00684146507729157	0.0431999952975194
HILIC.pos_Cluster_0797..thiamine	diagnosis_modified	UC	-1.40529229021602	0.514022523157812	220	220	0.00686330860542125	0.0431999952975194
HILIC.pos_Cluster_0230..carnitine	diagnosis_modified	UC	1.03164082236901	0.377619588450025	220	219	0.00690253578848609	0.0432835702826872
HILIC.neg_Cluster_0036..glycerate	antibiotic	Yes	-0.799105875741043	0.292683376926434	220	220	0.00693649967887576	0.0433336384433137
HILIC.neg_Cluster_0288..suberate	antibiotic	Yes	-0.989480344538554	0.363644440296216	220	219	0.00712608974181144	0.0443519316766473
C18.neg_Cluster_1372..cholate	antibiotic	Yes	2.13555737183983	0.785716083703471	220	117	0.00718920829194837	0.0443603298768764
C8.pos_Cluster_0629..cholestenone	diagnosis_modified	UC	-1.38760477921584	0.511167152987899	220	113	0.00726041370287006	0.0443603298768764
HILIC.neg_Cluster_0156..caprylic.acid	diagnosis_modified	UC	-1.72646513346549	0.635740736138082	220	220	0.00723740528265842	0.0443603298768764
HILIC.neg_Cluster_0220..3.methyladipate.pimelate	diagnosis_modified	UC	-2.62241192406951	0.966028046188821	220	180	0.00725931706025483	0.0443603298768764
HILIC.pos_Cluster_2093..urobilin.	antibiotic	Yes	-3.28711137752683	1.21030547278343	220	158	0.00723193513324861	0.0443603298768764
HILIC.neg_Cluster_0036..glycerate	diagnosis_modified	CD	-0.715603355211957	0.264394199301117	220	220	0.00743083527904481	0.0452358877571049
HILIC.pos_Cluster_0022..choline	diagnosis_modified	UC	0.79344518750995	0.29395559541721	220	220	0.00759109267197724	0.046043427552211
HILIC.neg_Cluster_0182..guanine	diagnosis_modified	UC	-1.82949779363444	0.680775902027557	220	175	0.00785461644855641	0.0474692037543192
HILIC.pos_Cluster_0540..pantothenate	immunosuppressant	Yes	0.557732966600046	0.207792873337845	220	220	0.0079293682755757	0.0477479649229613
C8.pos_Cluster_0100..7.hexadecenoic.acid.methyl.ester	mesalamine	Yes	0.371638955073516	0.138560236411748	220	220	0.00797360793616191	0.0478416476169715
HILIC.neg_Cluster_1571..glycocholate	antibiotic	Yes	2.20738938409557	0.826904908130389	220	194	0.00826938637596948	0.049438481989667
HILIC.neg_Cluster_0299..ascorbate	steroids	Yes	-1.25457174767863	0.473159530270718	220	216	0.00870556492244594	0.0518602938951423
HILIC.pos_Cluster_0184..pyridoxamine	steroids	Yes	-0.840993374923457	0.317736696208281	220	217	0.00882173818380283	0.0523653355536766
HILIC.neg_Cluster_1300..riboflavin	steroids	Yes	-0.639905895350801	0.242595297000772	220	200	0.00905234856049307	0.0535436787195122
HILIC.neg_Cluster_1002..eicosapentaenoic.acid	steroids	Yes	1.1906008684026	0.452053683324217	220	198	0.00915547484056989	0.0539623040073165
HILIC.pos_Cluster_1148..linoleoyl.ethanolamide	antibiotic	Yes	1.48521110721456	0.565538672415857	220	215	0.00935404421612111	0.0549385413820071
C18.neg_Cluster_0064..sebacate	diagnosis_modified	UC	-1.18994789551041	0.453942117234569	220	218	0.00948255857097433	0.0554979217417024
C18.neg_Cluster_0351..eicosapentaenoic.acid	diagnosis_modified	CD	1.26729085645921	0.485164715499504	220	218	0.00973430755215104	0.0567721153740837
C8.pos_Cluster_0277..stearoyl.ethanolamide	diagnosis_modified	CD	1.21775893623518	0.466852270812694	220	199	0.00983460764609695	0.0571572318943892
HILIC.neg_Cluster_0452..tryptophan	diagnosis_modified	CD	0.798134627962687	0.306631344672275	220	220	0.00998895257910679	0.0578526836873269
HILIC.neg_Cluster_1170..lactose	diagnosis_modified	CD	0.981078282456964	0.377322160130077	220	215	0.0100680214128798	0.058108857151154
HILIC.pos_Cluster_0230..carnitine	diagnosis_modified	CD	0.935504620923279	0.360032565618869	220	219	0.0101167522299391	0.0581887679984081
C18.neg_Cluster_0045..azelate	diagnosis_modified	UC	-1.00537875223835	0.387418472440915	220	220	0.0102113920096502	0.0583308283290977
C18.neg_Cluster_0832..chenodeoxycholate	diagnosis_modified	UC	2.20605467651786	0.850000230680918	220	151	0.010203202714189	0.0583308283290977
HILIC.pos_Cluster_0728..2.deoxyadenosine	diagnosis_modified	CD	-1.73754217190358	0.671619092251391	220	164	0.0104422473344969	0.0594459677608902
HILIC.pos_Cluster_0936..diacetylspermine	diagnosis_modified	CD	1.53441319737676	0.594450926701997	220	210	0.0106150112377587	0.0602239413081004
C18.neg_Cluster_0144..2.hydroxymyristic.acid	diagnosis_modified	UC	-1.05481589465581	0.409052846020578	220	220	0.0106908641109695	0.060270500313867
HILIC.neg_Cluster_0174..tartarate	antibiotic	Yes	1.78068311234434	0.690582317786173	220	209	0.0106954844681682	0.060270500313867
HILIC.pos_Cluster_0254..3.methylxanthine	diagnosis_modified	CD	1.79399858784784	0.696172076107388	220	180	0.0107426748633701	0.0603325982225635
C18.neg_Cluster_0045..azelate	steroids	Yes	-0.776012649329849	0.301403610389885	220	220	0.0108113626864588	0.0605146072517227
C18.neg_Cluster_0045..azelate	antibiotic	Yes	-1.04917199744632	0.408896816784245	220	220	0.0110797503070715	0.0618094431845996
C18.neg_Cluster_0183..1.2.3.4.tetrahydro.b.carboline.1.3.dicarboxylic.acid	immunosuppressant	Yes	0.820767312306996	0.322628620424768	220	171	0.0117722137543175	0.0654535084740052
HILIC.pos_Cluster_0295..arginine	antibiotic	Yes	1.29865239803443	0.512339069683228	220	220	0.0120766532188759	0.0669231148474584
HILIC.pos_Cluster_0036..creatinine	antibiotic	Yes	2.30192173883075	0.909775589702054	220	213	0.0122287780444137	0.0675417277419937
HILIC.neg_Cluster_0066..valine	diagnosis_modified	CD	0.889542377104176	0.351749342438102	220	220	0.0122725650611563	0.0675598631089399
HILIC.pos_Cluster_0066..taurine	mesalamine	Yes	1.29527580225301	0.513201067552402	220	219	0.0124423184085594	0.0682690365311748
C18.neg_Cluster_1045..chenodeoxycholate	antibiotic	Yes	1.91035685545892	0.760364652120926	220	159	0.0128408860857135	0.0702249114458034
HILIC.pos_Cluster_0090..creatine	diagnosis_modified	UC	1.74379784747508	0.694680275797823	220	218	0.0129186623422716	0.0704193751206177
HILIC.pos_Cluster_1374..C14.carnitine	diagnosis_modified	UC	1.4118137115648	0.562961320559083	220	100	0.0130031380960949	0.0706489718054927
C18.neg_Cluster_0901..7.ketodeoxycholate	steroids	Yes	-0.748751766308424	0.299061570456404	220	159	0.013151963174969	0.0712255668047021
HILIC.pos_Cluster_0090..creatine	diagnosis_modified	CD	1.65602674824731	0.662326663208609	220	218	0.0132729499894478	0.071417034136771
HILIC.pos_Cluster_0167..methionine	antibiotic	Yes	-1.01064771433495	0.404059968795099	220	218	0.013239851378624	0.071417034136771
HILIC.neg_Cluster_1571..glycocholate	diagnosis_modified	CD	1.86087976542174	0.746980793303647	220	194	0.0136068216349358	0.0729780658748326
C18.neg_Cluster_0246..linoleic.acid	steroids	Yes	-0.908319930546795	0.36613297430318	220	220	0.0139951269298404	0.0748201016633775
C18.neg_Cluster_0079..undecanedionate	steroids	Yes	-0.801229901181759	0.323129941645272	220	213	0.0140429195818222	0.0748357503593591
HILIC.neg_Cluster_0085..taurine	diagnosis_modified	UC	1.6323341902042	0.661012035581802	220	220	0.0144340194807739	0.0761896977656042
HILIC.neg_Cluster_0161..2.methylglutaric.acid	steroids	Yes	-0.963821026663668	0.389952926652821	220	220	0.0143488742770952	0.0761896977656042
HILIC.neg_Cluster_0372..N.acetylglutamate	antibiotic	Yes	-0.783665124500515	0.317289796945544	220	220	0.0144174479268022	0.0761896977656042
HILIC.neg_Cluster_0622..1.2.3.4.tetrahydro.1.methyl.beta.carboline.3.carboxylic.acid	mesalamine	Yes	0.843229271205947	0.342399731566715	220	206	0.0146993299767558	0.0773453703508793
HILIC.pos_Cluster_2052..bilirubin	antibiotic	Yes	1.3492455105612	0.548630684230618	220	219	0.0148350580109462	0.0778140778687368
